bedrooms,bathrooms,sqft_lot,floors,condition,yr_built,price
2,1,7475,1,3,1945,245000
4,2.5,8432,1,4,1960,375000
5,1.5,12491,1,3,1961,465000
3,2,67953,1,3,1997,445000
3,1,7800,1,3,1952,250000
3,1,9416,1,4,1952,475500
2,1.75,5795,1.5,3,1940,672324
3,2,5029,1,3,1937,420000
3,2,5100,1.5,5,1907,515000
4,2.5,7665,2,3,1986,732350
4,2.5,5000,2,3,2005,297500
3,1.5,2720,1.5,3,1929,475000
4,2.5,6497,2,3,2003,414000
3,1.5,8840,1,4,1952,357250
2,1,6000,1,4,1950,289950
3,1,3713,1,4,1917,550000
3,1.75,9998,1,3,1958,446000
3,1.5,16738,1.5,4,1932,279000
3,2.25,4859,2,3,1988,370000
3,2,4125,1,3,1998,216000
3,2.5,20000,1,3,1952,1.10E+06
4,2.5,15450,1,5,1977,1.28E+06
2,1.5,2500,1,3,1988,355000
4,2.5,7312,2,3,1988,699000
3,2.5,1991,3,3,2014,412000
2,1,7200,1,3,1923,276000
2,1,6426,1,3,1944,100000
4,1.75,5080,1.5,3,1914,955500
3,1,21262,1,3,1958,199000
4,3.5,15253,2,3,2007,762000
4,2,7983,1,5,1967,425000
2,1,5031,2,3,1910,546000
3,1.75,8460,1,3,1976,419600
4,2.25,5102,1,5,1954,735000
2,2.5,609,3,3,2011,1.23E+06
2,2,2500,2,3,1985,445000
3,2,41275,1,3,1974,665000
5,3.5,290980,1,3,2002,1.29E+06
4,2.75,12500,2,3,1979,508500
5,1,11198,1.5,3,1934,345950
3,1,9750,1,3,1968,207500
4,2.5,10920,1,4,1969,1.08E+06
3,1,3720,2,4,1930,640000
3,1,13068,1,4,1941,329500
4,2.75,9676,1,3,1979,460000
3,1.75,14630,1.5,3,1948,1.23E+06
5,3,6480,2,4,1924,805000
3,1.5,10454,1,3,1963,200000
3,1.75,77972,1,3,1977,749700
0,1.5,1650,3,3,1999,288000
2,1,3360,1,4,1927,535000
3,2.25,7150,1,4,1950,330000
3,2,3750,1.5,4,1928,479200
5,2.5,5710,2,3,2006,373000
4,1.5,6000,1,4,1953,355000
3,2,4500,1,3,2008,275000
3,1.5,4288,1,3,1949,380000
2,1.75,4590,1,4,1915,417000
5,3.75,15959,2,3,2004,1.17E+06
3,2.25,12000,1,3,1978,598500
3,2,5000,1,5,1920,629000
2,1,6600,1,3,1957,226950
4,2.5,11542,1.5,4,1939,1.23E+06
3,2.25,11100,1,5,1979,415000
3,2.5,3075,2,3,2001,595000
3,1.75,5525,1,5,1968,209950
3,1.75,235224,1,3,1973,568000
2,1,3180,1,3,1951,119900
3,1,10200,1,4,1962,207000
3,1,22489,1,3,1967,195000
3,1.5,8710,1,3,1955,324950
1,1,7583,1,4,1947,210000
4,2.75,42733,2,3,1995,1.08E+06
4,1,6739,1,3,1954,325088
4,3,157875,2,4,1977,790000
2,1,212137,1,3,1982,150000
3,3,206910,2,3,1999,790000
2,1,2500,1,3,1910,255000
4,3,2850,1.5,5,1928,697000
2,1,5000,1,4,1908,457500
3,2,5100,1.5,5,1940,690000
4,3.25,4356,2,3,1917,967000
4,1.75,17711,1,4,1968,980000
4,2.75,14803,2,4,1988,619420
2,1,3276,1,3,1910,389000
3,1,7200,1,3,1964,500000
4,1.75,7890,1,4,1950,569000
4,2.25,8540,1,4,1967,425000
4,2.25,6180,1,4,1948,635000
2,1,9912,1,4,1980,256500
4,2.5,11393,2,3,2005,695000
4,1.5,5000,1.5,3,1945,535000
4,2.5,5379,2,3,2004,454200
2,1,5800,1,3,1943,418500
4,2.75,35235,2,4,1983,749950
3,1.75,5489,1,3,1999,338500
4,3.75,9240,1.5,3,1992,1.25E+06
3,2.5,9830,2,4,1993,299950
4,1.75,12500,1,3,1963,325000
4,3,8171,2,3,1973,434000
4,1.75,8976,1,5,1978,328950
5,3.75,10655,2.5,4,1912,2.10E+06
4,2,46902,2,3,1978,570000
3,2.25,5001,2,3,2014,802000
3,1,6840,1.5,3,1918,525000
6,3,4550,2.5,4,1907,700000
3,1.75,273556,1,3,1956,350000
2,1.5,1236,3,3,2005,277500
5,2.75,20150,1,4,1975,1.58E+06
3,1,4350,1.5,5,1913,195000
3,2,6074,1,3,1968,222000
5,3,8854,1,4,1979,865000
4,2,6000,1,5,1959,445000
4,1.5,4600,1.5,3,1924,495800
3,1,4400,1.5,3,1924,548500
3,1.75,10723,1,4,1974,310000
3,1.5,8585,1,4,1962,205000
5,3.75,6901,2,3,2003,470000
3,1.5,349351,1.5,3,2002,430000
2,2,2271,3,3,1999,310000
4,1,7693,1.5,4,1953,355000
5,2.5,15950,1,4,1968,621500
6,1.5,8400,1,3,1971,175000
6,1.5,8400,1,3,1971,326000
4,3.5,5400,1.5,3,1920,690000
4,2.5,7214,2,3,2003,335000
4,1,11175,1,3,1961,197000
3,1.75,7969,1,3,1950,312500
3,2.25,6710,1,5,1959,436000
4,2.5,4590,2,3,2002,1.02E+06
4,2.5,35225,2,3,1992,805000
4,2.25,13129,2,4,1979,652427
3,2.5,41339,1,4,1945,1.01E+06
4,2.5,6466,2,3,1999,355000
2,1,12000,1,3,1939,334550
3,2.25,9670,2,3,1984,557500
4,2.25,7184,1,3,1963,277500
4,3,10800,1,3,1960,300000
4,1,3844,1.5,4,1928,325000
4,2,3504,1,3,1951,402500
3,1.75,5170,1,4,1963,461000
3,1,3840,1.5,3,1926,540000
3,1,4000,1,4,1971,385000
2,1,3040,1,3,1924,480000
3,2.25,7149,1,4,1963,539950
3,2.25,217800,2,3,1990,529000
3,2.5,877,2,3,2008,417000
3,1.5,12500,1,3,1966,405000
3,2.25,9100,1,4,1966,299000
3,1.75,15480,1,3,1983,299000
3,1,5500,1,3,1951,372220
2,1.75,1750,1,4,1904,494400
3,1.75,6500,1,3,1958,280000
3,2.5,6021,2,3,1992,277950
3,2.75,54557,2,3,1996,770000
4,2.5,28005,2,3,1989,760000
2,2,3608,1,3,2004,230000
4,2.5,7731,2,3,1994,525000
3,1,6000,1.5,3,1927,307000
4,2,9600,1.5,3,1947,253779
3,1.5,7400,1,3,1968,405000
2,1,11250,2,4,1942,360000
2,1,7500,1.5,4,1910,521000
4,2.5,13068,2,3,1978,680000
1,0.75,33278,1,4,1950,355000
3,1.5,9600,1,4,1968,200000
3,2.25,4060,1,3,1993,330000
3,2.25,5999,2,3,1987,221000
4,4.5,6000,2,4,1910,1.60E+06
2,1,4920,1,4,1947,310000
4,2.25,4200,1.5,5,1932,862000
3,1.5,8340,1,3,1960,200000
4,2.5,11100,1,5,1957,630000
3,2.25,6232,2,3,1985,432250
3,2.25,9500,1,4,1977,478000
4,2.25,9576,1,3,1962,249000
5,3,4750,1,3,2006,495000
4,2.5,8800,1,4,1960,630000
4,2.5,27540,2,3,1997,550000
3,2.5,18674,2,4,1994,350000
5,1.5,7480,2,3,1966,270000
4,2,9610,1,3,1963,488250
4,3.5,6519,2,3,1986,248000
4,3.5,5000,3,3,2014,889000
1,1,5250,1,3,1927,375000
3,1.5,3300,2,3,1906,933000
3,2.25,8412,1,3,1977,625000
2,1,4350,1,3,1943,328000
4,2.25,9900,1,4,1969,470000
5,2.5,6168,2,3,2007,502500
3,1.75,17400,1,3,1976,484000
2,1,7500,1,4,1961,252500
3,2.5,8893,2,3,1987,610000
4,2,10447,1,4,1969,419000
4,2.25,9377,2,4,1986,322500
6,1,2760,1.5,3,1918,563000
4,2.5,12591,2,3,1993,464000
4,4.25,4887,2,4,1951,870000
2,1.5,1196,2,3,2003,280000
3,2.5,11570,2,3,1994,850000
2,1,4370,1,3,1946,458950
2,1,5280,1,3,1946,122000
5,3,4591,2,3,1994,525000
2,1,31838,1,3,1962,286300
2,1,7425,1,4,1952,218450
3,1.5,4290,1,3,1955,525000
3,1.5,4290,1,3,1955,650000
4,2,48693,1.5,3,1949,356000
2,1,5000,1,3,1951,436500
3,1.75,7112,1,3,1979,410000
4,1.75,8311,1,4,1950,512500
4,1,7200,1,3,1925,510000
4,1.75,10297,1,4,1966,566000
3,1.75,26500,1.5,3,1948,525000
3,1,5500,1,3,1920,435000
3,2.75,68479,1,3,1989,406500
5,2.75,9473,1,3,1966,550000
3,2,10212,1.5,5,1949,251000
3,1.5,10125,1,4,1959,830000
4,2.5,7673,2,3,1989,803000
3,1,9360,1,4,1942,206000
4,1,7467,1.5,3,1944,200000
2,1,5160,1,3,1952,219000
4,4,6000,1,3,1962,777000
3,2.5,22000,2,3,1979,593700
3,1.5,8797,1,4,1956,712500
4,1.5,6014,1.5,4,1946,600000
3,2,6802,1.5,3,1940,554663
3,1,10875,1,4,1962,267000
3,2,8910,1,5,1953,390000
6,2,7071,1,3,1979,335000
4,2.5,9886,1,5,1975,938000
4,2.75,14745,1,3,1993,370000
5,2.5,4548,2,3,2003,335000
5,2,3990,1.5,3,1923,695000
3,1,14333,1,4,1953,387500
3,2.5,6187,2,3,1992,245000
3,2,13200,1,3,1990,308550
3,1.75,13102,1,3,1968,225000
4,2.5,29163,2,3,1993,715000
3,1,10200,1,4,1954,335000
3,2.5,4904,2,3,2003,634000
5,2,7314,1,3,1956,337500
1,1,6567,1,4,1940,440000
3,1.75,13775,1,3,1990,350000
2,1,4560,1,3,1918,400000
4,3.5,13175,2,4,1989,1.29E+06
3,1,10080,1,4,1954,435000
4,2.5,5130,2,3,2004,681000
3,3.5,1275,2,3,2007,397000
4,2.5,34513,2,3,1996,775000
3,2.25,9090,1,4,1959,480000
3,2.5,7200,2,4,1985,158000
3,2,208652,1.5,3,2005,590000
5,2.75,9130,2,3,2004,772500
5,1.5,13425,1,3,1955,464500
3,1.75,8737,1,3,1966,281000
3,2.25,45738,1,3,1990,620000
3,2.25,5750,1,4,1985,475000
2,2,4500,1,4,1932,245000
5,2.25,3750,1.5,4,1925,660000
4,2.25,8480,1,5,1973,527500
2,1,7250,1,4,1914,135000
3,1.75,5000,1,3,2003,275000
4,2,4740,1,3,1926,430000
3,1,6000,1,4,1968,213500
3,3,5978,2,3,2012,535000
3,1.75,9603,1,3,1952,641000
3,2,9420,1,5,1952,436300
4,1.75,6000,1.5,3,1911,1.44E+06
4,2.75,13500,1,4,1949,830000
3,1,3532,1,3,1910,380000
3,0.75,8573,1,3,1945,132500
3,1,9907,1,3,1954,179950
3,1,7265,1,4,1954,188200
4,2,10800,1,4,1951,659000
3,2,7260,1.5,3,1926,317000
3,2.25,4564,1,3,1959,625000
3,1.75,9545,1,3,1976,350000
3,1.5,5000,1.5,5,1915,750000
4,1.75,10358,1,5,1959,457000
4,2,5000,2,4,1906,632500
3,2,7231,1,4,1991,223000
4,2.75,8400,1,4,1976,610000
4,1.75,8215,2,4,1948,385000
3,3.25,1343,2,3,2005,367500
3,1,8040,1,4,1949,385100
2,1,5913,1,3,1920,230000
3,2.75,750,2,3,2008,286000
3,1,9576,1,4,1967,201700
4,4.75,89298,2.5,3,2002,1.35E+06
4,1.75,7672,1,3,1979,525000
3,1.5,7236,1,3,1975,361000
3,1.5,1963,3,3,2002,530000
3,2.25,7403,1,3,1950,455000
4,2.25,8400,1,4,1966,421000
4,2,6200,1.5,3,1945,640000
3,1,12733,1,3,1955,240000
2,1,7414,1,4,1928,360000
2,1,23000,1,2,1953,157340
4,3,6139,2,5,1950,1.24E+06
3,1,6874,1,3,1954,250000
6,2.75,84506,1,5,1962,735000
7,4.75,10800,1.5,3,1967,884900
3,3.5,104544,2,3,1948,775000
3,1.75,7320,1,3,1948,463000
3,2.5,1269,3,3,2009,579000
6,3.75,6015,2,3,2004,570000
5,4.5,7924,2,3,2005,1.06E+06
4,2.75,24800,1,4,1971,375000
2,1.75,2609,1,4,1938,422000
4,3.5,4945,2,3,2014,866500
3,2.5,10359,2,3,1986,705000
4,2.5,9684,2,3,1994,470000
3,1.25,6200,1,4,1966,360000
4,2.5,13450,1,3,1948,795000
4,2.5,7807,2,3,2003,800000
4,3.5,13586,1.5,5,1935,2.45E+06
3,1.75,4800,1,3,1927,277284
2,1,4002,1,5,1953,460000
3,2.5,3729,2,3,1996,898888
3,1,47916,1,3,1981,211000
2,2,3300,2,3,2004,222000
3,2.5,21587,2,3,1992,672000
3,2.25,33080,1,5,1974,778000
3,1.75,9493,1,4,1976,312500
4,2.5,6500,1.5,3,1975,650000
6,2.25,10250,1,4,1959,740000
3,2,17600,1,5,1972,320000
4,2.5,13168,2,3,1990,455000
5,4,9000,2,3,2013,2.45E+06
3,3.25,902,3,3,2001,500000
3,1.75,27427,1,3,1978,325000
3,2.5,1296,3,3,2004,416000
4,2.25,20280,2,4,1968,495000
2,1,5400,1,5,1908,549000
5,2,10150,1.5,4,1968,589000
3,1.5,32700,1,3,1967,194820
3,2.5,5500,1.5,3,1910,405000
3,2.5,5500,1.5,3,1910,625000
3,1,7014,1,3,1954,205000
3,3.75,8625,1,3,1959,345100
3,1,7500,1,3,1953,200000
4,3.5,18564,2,3,2001,1.91E+06
3,1.5,264844,1,3,1988,524500
4,2.75,212639,2,3,1993,598600
5,3,5937,1,3,1978,367777
3,2.75,5401,1,4,1946,750000
5,2.25,7992,2,3,1968,575000
2,1,20130,1,3,1949,84000
2,1,5000,1,4,1926,255000
4,3.75,4545,1.5,3,1926,1.74E+06
3,2.25,5880,1,3,1977,415000
3,2.5,8225,2,3,1990,449900
5,1.5,94960,1.5,3,1929,220000
4,2.5,9349,2,3,2003,899000
3,2.5,7320,1,5,1954,430000
4,2.5,223462,2,3,2001,472500
6,2.5,9375,1,4,1967,680000
5,4,8400,2,3,2000,1.65E+06
3,2,8025,2,5,1921,810000
3,2.5,138085,2,4,1977,605000
3,1.75,15600,1,3,1958,522000
5,2.75,8230,2,3,2005,759000
4,2.75,5257,2,3,1966,411000
4,2.5,9846,1,3,1984,286950
3,1.5,1286,3,3,2000,440000
3,1,8645,1,3,1955,149000
3,1,8645,1,3,1955,284700
3,2.5,11562,1,3,1964,374950
3,1.5,8545,1,3,1952,816000
4,1.75,15398,1,4,1960,533250
3,2.75,9313,1,5,1942,689800
4,2.75,6200,1.5,4,1947,775000
3,2.5,8528,1,3,1991,702000
3,1,8700,1.5,3,1942,160000
3,1,8700,1.5,3,1942,255500
4,2.75,42253,1,4,1973,949000
2,1,7450,1,4,1944,169500
4,2.25,9000,2,4,1965,586000
4,2.5,37431,1,4,1978,680000
3,2,18184,1,5,1977,851500
2,1.5,4800,1,3,1948,582500
4,3.5,118918,2,3,2008,637000
3,1,9295,1,3,1955,225000
3,3.25,3727,2,3,2003,795000
4,2.25,9600,1,3,1976,304999
1,0.75,5746,1,4,1915,95000
4,1.75,5382,1,5,1942,240000
4,2.5,8680,1,4,1958,772000
2,1.5,6258,1,4,1983,245000
5,3,5750,1,3,1999,430000
3,1.5,6300,1.5,5,1916,799000
5,2.75,9187,2,3,2007,880000
4,2.5,7538,2,3,2004,750000
4,4,7173,2,3,2008,2.89E+06
3,2.5,4910,2,3,1993,532000
4,2.75,10330,1,4,1978,525000
2,1,9375,1,4,1952,239000
2,1.5,4000,1,3,1951,460000
4,2.25,8400,1.5,3,1962,540000
2,1,4590,1,3,1923,475000
3,1.75,4998,1,3,1968,445000
5,3.75,9240,2,5,1991,1.58E+06
4,2.5,6800,2,3,2004,549950
4,2,14321,1.5,4,1940,294950
3,2.5,2975,3,3,1993,736000
3,1.75,8688,1,4,1980,214946
5,3.25,5500,2,3,2003,856000
2,2.5,7392,1,3,2004,775000
3,1.75,8631,1,3,1959,205000
2,2.75,10946,1.5,5,1903,429592
4,1.75,13566,1,4,1977,414250
4,2.75,4400,1,4,1906,399950
3,2.25,7326,1,5,1979,319990
3,1.5,9471,1,4,1970,524000
2,1,6317,1.5,4,1913,349950
4,2.5,4480,1.5,4,1927,889000
3,1,5160,1.5,5,1919,300000
1,1,3000,1,3,1911,395000
2,2.5,1242,3,3,2008,348000
2,1,6000,1,4,1921,830000
2,1,10450,1,4,1965,173000
4,1.75,42200,1,3,1950,585000
3,2,5000,1,4,1966,576750
5,3.25,7620,1,3,1962,495000
3,3.5,1427,2,3,2007,216650
4,2.75,15450,1,3,1978,615000
4,2.5,12463,1,4,1978,675000
3,2,9250,1,4,1983,510000
3,2.5,327135,2,3,1995,630000
4,2.5,5701,2,3,2003,359950
3,1.5,7500,1.5,3,1986,265000
3,1,4842,1,4,1916,210000
3,2.5,93218,1,4,1998,367000
4,2.25,5000,1.5,4,1926,1.08E+06
3,2.5,8297,1,4,1948,756000
3,2.25,9145,1,3,1960,203000
4,2.5,23994,2,3,2002,535000
3,3.25,7440,2,4,1947,525000
3,1.75,7500,1,3,1981,347500
3,1.75,2185,2.5,3,2005,620000
4,2.5,10696,2,3,1996,645000
4,3,11098,2,3,1940,2.20E+06
3,2,42399,1,4,1990,280000
3,2,6380,1,4,1924,432000
3,1.5,4452,2,3,1929,790000
4,1.75,10050,1,5,1957,635000
3,1.5,6384,1,3,1958,442000
4,3,5267,2,3,2001,490000
5,1.75,7700,1,5,1962,250000
4,2.5,3600,2.5,4,1902,1.33E+06
3,1,7500,1,3,1954,120000
5,4.75,47480,1,3,2003,2.95E+06
4,2.5,8458,2,3,1993,325000
4,1.75,7680,1,3,1968,210000
1,1,7639,1,4,1920,215000
3,1.75,10800,1,5,1968,387000
3,1,7015,1.5,4,1925,408000
3,1,6500,1,4,1953,410000
3,1,7920,1,3,1925,216000
3,1,7920,1,3,1925,390000
3,1.5,11744,1,2,1950,357000
3,1,7275,1,4,1970,215000
3,1,6554,1.5,3,1900,265000
3,2.75,1350,3,3,2014,589950
3,1.75,16851,1,3,1950,440000
2,1,8600,1,4,1914,248000
3,2.25,130680,2,3,1977,730000
4,2.5,12145,2,3,2004,425000
3,2.5,14248,2,4,1977,680000
5,2.25,10400,2,3,1980,341500
2,1,3975,1,3,1950,395000
4,2.75,95396,1.5,4,1962,1.23E+06
5,2.75,9180,1,4,1975,695500
3,1.75,8629,1,3,1977,308000
3,2,6450,1,4,1977,422500
2,1,6900,1,4,1915,418000
5,1.5,9780,1.5,4,1961,385000
3,3.25,12508,1.5,5,1928,876650
3,2.5,2710,2,3,2003,450000
4,2.25,9984,1,4,1973,418800
2,1,1753,2,4,1945,330000
3,1.75,8376,1,4,1963,550000
4,2.5,11650,1,3,1990,270000
3,2.25,7080,2,3,1940,978500
4,2.5,10455,2,3,1981,975000
3,2.25,6850,1,3,1973,455000
4,3.25,38016,2,3,1991,1.42E+06
2,1,9000,1,5,1951,220000
3,2,12196,2,4,1970,490000
4,2.25,9100,2,3,1978,420000
4,2.5,7043,2,3,2003,408500
3,1.5,4800,1.5,3,1915,716000
4,2.5,5000,2,5,1938,965000
3,1.5,9196,1,3,1968,357823
5,4.5,37325,2,3,1940,7.06E+06
3,2.25,9500,1,3,1977,425000
4,1.75,6731,1,4,1953,711777
3,1,9903,1,4,1966,335000
4,1.5,6938,1.5,3,1919,825000
2,1,6000,1.5,4,1900,210000
2,1.75,19700,2,3,1983,575000
4,2.75,10925,2,3,2003,1.21E+06
2,2,4866,1,3,2005,431500
3,1.5,13457,1,3,1959,475000
4,3.75,4000,2.5,5,1916,1.50E+06
6,3,206474,2,3,1960,540000
3,2.5,35016,2,4,1987,775000
3,2.5,2978,1,3,1997,635000
3,2.75,16365,1,3,1999,1.30E+06
3,2.25,7267,1,4,1976,405000
3,1,8600,1,3,1951,210000
4,2.5,4675,2,3,1923,880000
4,2,8837,1.5,3,1955,239000
3,2.5,6100,1,3,1944,515000
3,3.25,38038,1,3,1978,1.38E+06
4,2.25,5393,2,3,1999,215000
6,2,17685,1,4,1943,315000
3,1.5,8303,1,3,1957,442500
2,1.75,55321,1,3,1941,311000
2,1,6030,1,4,1925,425000
3,1.75,9450,1,4,1919,433500
3,2.25,8296,2,3,1978,450000
3,2.25,10260,2,4,1987,675000
3,2.5,4132,2,3,1999,535000
3,1.75,12874,1,4,1967,577000
3,1.75,8528,1,4,1939,480000
3,1.5,4473,1,4,1914,400000
3,1,8184,1.5,4,1947,304000
3,1.75,7203,1,3,1990,355000
4,3.25,982998,2,3,1992,998000
4,1.75,8447,2,4,1936,550000
4,1.75,8447,2,4,1936,550000
3,1.75,7300,2,3,1948,210000
3,2.5,7587,2,3,1990,317000
4,3.5,25800,1,3,1971,700000
3,1,9150,1,3,1969,265000
4,3.5,6175,2,3,2001,700000
5,3.5,17841,2,3,1990,1.02E+06
4,2.25,20242,1,3,1972,1.15E+06
4,2.5,35091,1,4,1985,460000
2,1.5,4000,1,3,1950,410000
4,3,4400,1,5,1921,665000
4,2.5,7744,2,3,1994,600000
4,1.75,3844,1,3,1967,502000
4,2.5,8030,2,3,1978,364950
3,2.25,4000,1.5,5,1927,680000
5,2.5,13713,1,2,1967,235500
4,2.5,5756,2,3,2001,576000
2,3,1240,2,3,2006,405000
3,2.75,8039,1,4,1989,335000
2,1,6728,1,3,1953,122000
3,1.75,6250,1,4,1939,432000
4,2.25,11400,1,4,1974,375000
4,2.25,11250,1,4,1959,276000
3,2.25,111513,1.5,3,1977,450000
2,1,8140,1,1,1910,210000
3,2.5,4106,2,3,2011,279000
3,1.75,3900,2,5,1900,635000
3,2.5,7372,2,3,1998,350000
3,1,7560,1,4,1958,218000
4,1.5,6300,1.5,3,1944,750000
4,1.75,25700,1,4,1958,310597
3,1,37800,1,4,1923,355000
5,2.75,5211,2,3,2004,735000
1,1,6000,1,3,1940,155000
3,1,10368,1,3,1965,354000
3,1.75,10513,1,4,1982,415000
1,1,833,1,4,1926,202000
3,2.5,1873,2,3,1996,580000
4,3.25,10375,2,3,1962,1.50E+06
4,2.5,7519,2,3,2004,790000
3,2.5,5112,2,3,1999,499900
4,2.25,98881,1,3,1952,525000
4,2.5,10613,2,3,1989,810000
4,1.5,8773,1,4,1947,425000
3,1.75,7588,1,3,1993,241250
4,2.5,19116,1,4,1961,318700
4,1.75,5000,1.5,5,1917,720000
3,1,10500,1.5,4,1941,291000
3,1.75,38644,1,3,1983,420000
2,1.75,3554,1,4,1975,210000
3,3.25,11000,2,3,1991,645000
5,2,5000,1.5,4,1907,762000
4,1.75,7765,1,3,1936,247500
3,2.25,7150,2,4,1990,282500
3,1.75,22651,1,4,1961,395000
3,1.75,8235,1,3,1960,295000
2,1,5100,1,4,1954,235000
3,1.75,6334,1,3,1948,770000
2,2,4950,1,3,2006,559950
4,2,5419,1,4,1942,639000
3,1,8470,1,4,1967,314950
3,1,6180,1,4,1946,525000
3,2.25,11665,1.5,3,2001,2.40E+06
3,1.75,6272,1,4,1960,820000
3,3,3600,2,4,1911,1.39E+06
3,2,5700,1,5,1950,521450
3,2.5,49137,2,3,1988,760750
4,1,115434,1.5,4,1923,759600
3,2,7200,1,4,1966,346150
2,1,3800,1,3,1926,390000
5,2.25,9432,2,3,1973,359950
3,2,5120,1.5,4,1924,430000
4,3.5,11676,2,3,2000,960000
7,6.75,41664,2,3,1953,800000
3,2.5,5805,2,3,1999,1.01E+06
3,2,11456,1,3,1970,290000
4,2,10296,1,5,1948,1.35E+06
3,3.25,59677,2,3,2003,777000
2,1,4500,1.5,4,1921,526000
3,3.5,1091,2,3,2007,550000
3,1.5,8750,1,4,1958,276000
5,3.25,12672,2,4,1916,2.50E+06
3,1.75,6554,1,3,1950,325000
3,2.5,1754,3,3,2007,365000
8,6,9415,2,3,1967,2.15E+06
4,3.25,3680,2,3,1925,825050
3,1.5,9520,1,3,1959,690000
4,1,6250,1.5,3,1958,390000
3,2,1297,3,3,1995,385000
3,2.5,7503,2,3,1987,619000
4,2.25,42000,1,3,1983,494000
3,2,13505,1,3,1955,412450
3,1.75,2800,2,3,1928,580000
3,1.5,22100,1,5,1957,269900
4,1.5,4080,1.5,5,1928,704300
3,2,6005,2,3,2005,267000
4,1.75,12150,1,3,1976,310000
3,1.5,10824,2,3,1908,227064
3,2.5,7000,2,5,1943,925000
3,1.75,11452,1,3,1992,245000
3,1,7490,1,3,1969,339888
4,2,7500,1,4,1968,439000
2,1,6120,1,2,1940,400000
3,2.25,15002,1.5,3,1955,560000
2,1,5922,1,3,1941,703011
2,1,4800,1,3,1926,363000
4,2.75,6240,2,3,2001,650000
3,1,9916,1,4,1972,299950
3,1,6625,1,3,1942,228950
4,1.75,11700,1,3,1956,465000
3,2.5,9847,2,3,1983,725000
3,1,14400,1,4,1977,212500
4,2.25,54450,2,3,1983,526000
3,2.5,10031,2,3,1993,383000
3,1.75,4692,1,3,1988,244000
3,1.5,3570,1.5,5,1930,565000
8,3,12714,1,3,1959,373000
3,2,9855,1,3,1962,300000
5,2.5,4781,2,3,2001,405000
3,1.5,14133,1,4,1954,979000
4,1.75,28750,2,4,1978,324888
3,1.5,3200,1,3,1929,445000
3,3.5,2020,2,3,2006,761000
4,2,4745,1,3,1972,435000
3,2.25,8410,1,3,1991,252000
3,1.75,10150,1.5,3,1957,350000
3,1,8119,1,4,1955,875000
3,1,8119,1,4,1955,940000
3,2,11342,1,3,1964,280000
3,2.5,4226,2,3,2004,450000
3,2.5,237402,2.5,3,2004,905000
3,2.5,20531,2,3,1998,382450
3,2,13309,1,4,1967,246700
3,1.5,9331,1,3,1956,220000
3,1,4880,1,2,1913,555750
3,1.5,8906,1,3,1962,262500
2,1,4725,1,3,1949,515000
3,2.5,21907,2,3,1998,499500
1,1,13062,1,3,1942,135000
2,2,7290,2,3,1948,462500
4,2.5,21100,1,3,1956,937500
3,1.5,9570,1,3,1941,458000
4,2.75,7143,1.5,3,1933,845000
3,2.25,40910,2,3,1984,660000
3,2,6783,1,4,1987,265000
9,4.5,6988,2.5,3,1938,599999
3,2.5,8697,2,3,1987,280000
3,3.25,189852,2,4,1974,1.06E+06
4,3,14125,1,4,1960,875000
3,1,7276,1,4,1961,125000
4,3,4904,2,3,2005,634800
4,1,9600,1,2,1964,269950
3,2.25,11612,1,4,1981,359950
3,1.75,11454,1,4,1979,417000
2,2,4122,1,3,2007,389000
4,2.5,10893,2,3,1997,1.04E+06
6,2.5,11250,1,5,1967,698000
4,2.5,10125,2,3,2008,685000
3,1.75,7137,1,3,1932,198500
4,2.5,5428,2,3,2012,350000
3,2.5,387684,1,3,1919,649950
3,1.5,7200,1,3,1968,441000
3,1.75,11761,1,4,1964,462600
4,2.5,6232,2,3,2006,365070
4,2,7500,1,5,1956,550000
5,1.75,9600,1,4,1945,470000
3,1.75,10400,1,3,1977,340000
4,2.75,38912,1,4,1965,910000
4,1.75,8392,1,3,1979,405000
4,2.25,4600,1.5,4,1932,661000
4,2.5,7069,2,3,1993,635000
2,1,6098,1,3,1948,282000
4,1.75,10137,2,3,1956,235000
3,2,22100,2,4,1981,277500
5,2.5,8250,1,4,1978,346500
5,2.25,5500,1,3,1959,480000
4,2.25,6508,2,3,1996,360000
3,2.5,6785,1,3,1994,245000
3,3.5,1490,2,3,1995,625000
5,3,2440,1.5,4,1911,750500
3,1.75,9579,1,3,1977,525000
4,3.5,57063,2,3,1998,740000
3,1.5,7735,1,4,1957,523000
3,1.75,4500,1.5,5,1929,292000
4,2.5,9599,1,3,1961,625000
3,2.5,11727,2,3,2002,700000
3,2.5,1320,2,3,2007,399950
4,3.5,1341,3,3,2007,545000
4,2,6369,1,5,1954,339999
4,2.25,6000,2,5,1909,1.21E+06
3,2.5,5149,2,3,2003,545000
4,1.75,8400,1,4,1967,260000
3,1.75,3420,1,3,1992,526000
4,3,8540,2,3,2003,701000
3,2.25,7482,1,4,1968,290000
1,1,1799,1,3,1908,330600
3,1.75,8280,1,3,1949,550500
2,1,6426,1,3,1949,430000
4,5.5,16573,2,3,2008,4.00E+06
2,1,4560,1,3,1928,260600
5,3,7500,2,4,1961,825000
4,2,8400,1,5,1956,378950
4,2.5,9065,2,3,2000,435000
3,2.25,1396,2,3,2015,631000
3,2.5,8342,2,3,1986,415000
3,1.75,7560,1,3,1967,222000
3,2,8250,1,3,1987,245000
3,2.5,10126,2,4,1985,720000
